DAQ_time[ms]	CH 000 (Addr. 0)	CH 001 (Addr. 1)	CH 002 (Addr. 2)	CH 003 (Addr. 3)	CH 004 (Addr. 4)	CH 005 (Addr. 5)	CH 006 (Addr. 6)	CH 007 (Addr. 7)	CH 008 (Addr. 8)	CH 009 (Addr. 9)	CH 010 (Addr. 10)	CH 011 (Addr. 11)	CH 012 (Addr. 12)	CH 013 (Addr. 13)	CH 014 (Addr. 14)	CH 015 (Addr. 15)	CH 016 (Addr. 16)	CH 017 (Addr. 17)	CH 018 (Addr. 18)	CH 019 (Addr. 19)	CH 020 (Addr. 20)	CH 021 (Addr. 21)	CH 022 (Addr. 22)	CH 023 (Addr. 23)	CH 024 (Addr. 24)	CH 025 (Addr. 25)	CH 026 (Addr. 26)	CH 027 (Addr. 27)	CH 028 (Addr. 28)	CH 029 (Addr. 29)	CH 030 (Addr. 30)	CH 031 (Addr. 32)	CH 032 (Addr. 33)	CH 033 (Addr. 34)	CH 034 (Addr. 35)	CH 035 (Addr. 36)	CH 036 (Addr. 37)	CH 037 (Addr. 38)	CH 038 (Addr. 39)	CH 039 (Addr. 40)	CH 040 (Addr. 41)	CH 041 (Addr. 42)	CH 042 (Addr. 43)	CH 043 (Addr. 44)	CH 044 (Addr. 45)	CH 045 (Addr. 46)	CH 046 (Addr. 47)	CH 047 (Addr. 48)	CH 048 (Addr. 49)	CH 049 (Addr. 50)	CH 050 (Addr. 51)	CH 051 (Addr. 52)	CH 052 (Addr. 53)	CH 053 (Addr. 54)	CH 054 (Addr. 55)	CH 055 (Addr. 56)	CH 056 (Addr. 57)	CH 057 (Addr. 58)	CH 058 (Addr. 59)	CH 059 (Addr. 60)	CH 060 (Addr. 61)	CH 061 (Addr. 62)	CH 062 (Addr. 63)	CH 063 (Addr. 96)	CH 064 (Addr. 97)	CH 065 (Addr. 98)	CH 066 (Addr. 99)	CH 067 (Addr. 100)	CH 068 (Addr. 101)	CH 069 (Addr. 102)	CH 070 (Addr. 103)	CH 071 (Addr. 104)	CH 072 (Addr. 105)	CH 073 (Addr. 106)	CH 074 (Addr. 107)	CH 075 (Addr. 108)	CH 076 (Addr. 109)	CH 077 (Addr. 110)	CH 078 (Addr. 111)	CH 079 (Addr. 112)	CH 080 (Addr. 113)	CH 081 (Addr. 114)	CH 082 (Addr. 115)	CH 083 (Addr. 116)	CH 084 (Addr. 117)	CH 085 (Addr. 118)	CH 086 (Addr. 119)	CH 087 (Addr. 120)	CH 088 (Addr. 121)	CH 089 (Addr. 122)	CH 090 (Addr. 123)	CH 091 (Addr. 124)	CH 092 (Addr. 125)	CH 093 (Addr. 126)	CH 094 (Addr. 127)	CH 095 (Addr. 64)	CH 096 (Addr. 65)	CH 097 (Addr. 66)	CH 098 (Addr. 67)	CH 099 (Addr. 68)	CH 100 (Addr. 69)	CH 101 (Addr. 70)	CH 102 (Addr. 71)	CH 103 (Addr. 72)	CH 104 (Addr. 73)	CH 105 (Addr. 74)	CH 106 (Addr. 75)	CH 107 (Addr. 76)	CH 108 (Addr. 77)	CH 109 (Addr. 78)	CH 110 (Addr. 79)	CH 111 (Addr. 80)	CH 112 (Addr. 81)	CH 113 (Addr. 82)	CH 114 (Addr. 83)	CH 115 (Addr. 84)	CH 116 (Addr. 85)	CH 117 (Addr. 86)	CH 118 (Addr. 87)	CH 119 (Addr. 88)	CH 120 (Addr. 89)	CH 121 (Addr. 90)	CH 122 (Addr. 91)	CH 123 (Addr. 92)	CH 124 (Addr. 93)	CH 125 (Addr. 94)	CH 126 (Addr. 95)	CH 127 (Addr. 31)
3400	6	6	7	8	7	7	8	7	8	8	8	58	-35	5	9	9	10	10	10	10	11	11	12	13	13	13	14	14	15	17	19	22	24	27	27	30	35	35	42	43	49	58	68	82	98	123	155	199	259	338	445	585	785	1007	1307	1678	2117	2633	3227	3771	4430	4978	5538	6001	6373	6440	6432	6187	5916	5395	4838	4165	3572	2949	2389	1890	1473	1121	851	634	477	355	265	201	151	121	94	76	62	52	44	36	32	27	24	21	18	16	14	12	11	11	9	8	8	6	7	4	5	5	5	5	2	3	3	3	3	4	5	0	2	1	2	1	1	1	1	118126
3500	6	6	8	8	7	8	8	8	8	9	8	60	-37	6	9	9	10	10	11	10	11	12	13	13	14	14	15	15	16	18	19	23	25	28	28	31	36	36	44	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2741	3360	3926	4613	5184	5767	6250	6637	6706	6698	6443	6160	5618	5038	4338	3720	3071	2488	1968	1534	1167	886	661	497	370	276	209	158	126	98	79	64	54	45	37	33	28	25	21	19	16	14	12	11	11	10	9	8	7	7	5	6	5	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123012
3600	6	6	8	8	8	8	8	8	9	9	8	62	-38	6	9	10	10	10	11	10	11	12	13	13	14	14	15	15	16	18	20	23	25	28	29	31	36	36	44	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3071	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	54	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123013
3700	6	6	8	8	8	8	8	8	9	9	9	63	-40	6	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	29	31	36	36	44	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3071	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123013
3800	6	6	8	8	8	8	8	8	9	9	9	65	-41	6	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	29	31	36	36	44	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123013
3900	6	6	8	8	8	8	8	8	9	9	9	66	-42	6	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	29	31	36	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123013
4000	6	6	8	8	8	8	8	8	9	9	9	68	-44	6	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	29	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123013
4100	6	6	8	8	8	8	8	8	9	9	9	69	-45	6	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	29	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	1	123013
4200	6	6	8	8	8	8	8	8	9	9	9	71	-47	6	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	0	123013
4300	6	6	8	8	8	8	8	8	9	9	9	72	-48	5	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	17	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	0	123013
4400	6	6	8	8	8	8	8	8	9	9	9	73	-49	5	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6250	6637	6706	6698	6443	6161	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	16	14	13	12	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	0	123013
4500	6	6	8	8	8	8	8	8	9	9	9	74	-50	5	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	16	14	12	11	11	10	9	8	7	7	5	6	6	5	5	3	4	3	3	3	4	5	0	2	2	3	1	1	1	0	123013
4600	6	6	8	8	8	8	8	8	9	9	9	75	-51	5	9	10	10	10	11	10	12	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2488	1969	1535	1168	887	661	497	370	276	209	158	126	99	79	65	55	46	38	34	29	26	22	19	16	14	12	11	11	10	9	8	7	7	4	6	6	5	5	2	4	3	3	3	4	5	0	2	2	3	1	1	1	0	123013
4700	6	6	8	8	8	8	8	8	9	9	9	77	-53	5	9	10	10	10	11	10	11	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3361	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2487	1969	1535	1168	887	661	497	370	276	209	158	126	98	79	65	55	46	37	34	28	26	22	19	16	14	12	11	11	10	9	8	7	7	4	6	6	5	5	2	4	3	3	3	4	5	-1	2	2	3	1	1	1	0	123012
4800	6	6	8	8	8	8	8	8	9	9	9	78	-54	5	9	10	10	10	11	10	11	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	52	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3360	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2487	1969	1535	1168	887	661	497	370	276	209	158	126	98	79	65	54	46	37	34	28	26	22	19	16	14	12	11	11	10	9	8	7	7	4	6	6	5	5	2	4	3	3	3	4	6	-1	2	2	3	1	0	1	0	123012
4900	6	6	8	8	8	8	8	8	9	9	8	79	-55	5	9	10	10	10	11	10	11	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3360	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2487	1969	1534	1168	887	660	497	370	276	209	157	126	98	79	65	54	46	37	34	28	26	22	19	16	14	12	11	11	10	9	8	6	7	4	6	6	5	5	2	4	3	3	3	4	6	-1	2	1	3	1	0	1	0	123012
5000	6	6	8	8	8	8	8	8	9	9	8	81	-57	4	9	10	10	10	11	10	11	12	13	14	14	14	15	15	16	18	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3360	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2487	1969	1534	1168	887	660	497	370	276	209	157	126	98	79	65	54	46	37	34	28	26	22	19	16	14	12	11	11	10	9	8	6	7	4	6	6	5	5	2	4	3	3	3	4	6	-1	2	1	3	1	0	1	0	123012
5100	6	6	8	8	8	8	8	8	9	9	8	82	-58	4	9	10	10	10	11	10	11	12	13	14	14	14	15	15	16	17	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1049	1361	1747	2205	2742	3360	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2487	1969	1534	1168	887	660	497	370	276	209	157	126	98	79	64	54	46	37	33	28	26	21	19	16	14	12	11	11	10	8	8	6	7	4	6	6	5	5	2	4	3	3	3	4	6	-1	2	1	3	1	0	1	0	123012
5200	6	6	8	8	8	8	8	8	9	9	8	84	-59	4	9	10	10	10	11	10	11	12	13	14	14	14	15	14	16	17	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2205	2742	3360	3927	4614	5184	5767	6249	6637	6706	6698	6443	6160	5618	5038	4338	3720	3072	2487	1969	1534	1168	887	660	497	370	276	209	157	126	98	79	64	54	46	37	33	28	26	21	19	16	14	12	11	11	10	8	8	6	7	4	6	6	5	5	2	4	3	3	3	4	6	-1	2	1	3	1	0	1	0	123012
5300	6	6	8	8	7	8	8	8	8	9	8	85	-61	4	9	9	10	10	10	9	11	12	13	13	14	14	15	14	15	17	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2205	2742	3360	3927	4614	5184	5766	6249	6637	6706	6697	6443	6160	5618	5038	4338	3720	3072	2487	1969	1534	1167	887	660	497	370	276	209	157	126	98	79	64	54	46	37	33	28	26	21	19	16	14	12	11	11	10	8	8	6	7	4	5	5	5	5	2	4	2	3	3	4	6	-1	2	1	3	1	0	1	0	123012
5400	6	6	8	8	7	8	8	8	8	9	8	86	-62	4	9	9	10	10	10	9	11	12	13	13	14	14	15	14	15	17	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2205	2742	3360	3927	4614	5184	5766	6249	6637	6706	6697	6443	6160	5618	5038	4338	3720	3072	2487	1969	1534	1167	887	660	497	370	276	209	157	126	98	79	64	54	46	37	33	28	26	21	19	16	14	12	11	11	10	8	8	6	7	4	5	5	5	5	2	4	2	3	3	4	6	-1	2	1	3	1	0	1	0	123012
5500	6	6	8	8	7	8	8	8	8	9	8	88	-64	4	9	9	10	10	10	9	11	12	13	13	14	14	15	14	15	17	20	23	25	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2205	2742	3360	3927	4614	5184	5766	6249	6637	6706	6697	6443	6160	5618	5038	4338	3720	3072	2486	1969	1534	1167	887	660	497	370	276	209	157	126	98	79	64	54	46	37	33	28	25	21	19	16	13	12	11	11	10	8	8	6	7	3	5	5	5	5	2	3	2	3	3	4	6	-2	1	1	3	1	0	1	0	123012
5600	6	6	8	8	7	8	8	8	8	9	8	89	-65	4	9	9	10	10	10	9	11	12	13	13	14	14	15	14	15	17	20	23	24	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2204	2742	3360	3927	4614	5184	5766	6249	6637	6706	6697	6443	6160	5618	5038	4338	3720	3072	2486	1969	1534	1167	887	660	497	370	276	209	157	126	98	79	64	54	46	37	33	28	25	21	19	16	13	12	11	11	10	8	8	6	7	3	5	5	5	5	2	3	2	3	3	4	6	-2	1	1	3	1	0	1	0	123012
5700	6	6	8	8	7	8	8	8	8	9	8	91	-67	4	9	9	10	10	10	9	11	12	13	13	14	13	15	14	15	17	20	23	24	28	28	31	37	36	45	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2204	2742	3360	3927	4614	5184	5766	6249	6637	6706	6697	6443	6160	5618	5038	4338	3720	3072	2486	1969	1534	1167	887	659	497	370	275	209	157	126	98	79	64	54	46	36	33	28	25	21	19	16	13	12	11	11	10	8	8	6	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	3	1	0	0	0	123012
5800	6	6	7	8	7	7	8	8	8	9	8	92	-68	3	9	9	10	10	10	9	11	12	13	13	14	13	15	14	15	17	20	23	24	28	28	31	37	36	46	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2204	2742	3360	3927	4614	5184	5766	6249	6637	6706	6697	6443	6160	5618	5038	4338	3719	3072	2486	1969	1534	1167	887	659	497	370	275	209	157	126	98	79	64	54	46	36	33	28	25	21	19	16	13	11	11	11	10	8	8	6	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	3	1	0	0	0	123012
5900	6	6	7	8	7	7	8	7	8	9	8	94	-70	3	9	9	10	10	10	9	11	12	12	13	14	13	15	14	15	17	20	23	24	28	28	31	37	36	46	45	51	61	71	86	102	128	161	208	270	352	463	609	817	1048	1361	1747	2204	2742	3360	3927	4614	5184	5766	6249	6637	6705	6697	6443	6159	5618	5038	4337	3719	3072	2486	1969	1534	1167	887	659	497	370	275	209	157	126	98	79	64	54	46	36	33	28	25	21	19	16	13	11	11	11	10	8	8	6	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	3	1	0	0	0	123012
6000	6	5	7	8	7	7	8	7	8	9	8	95	-71	3	9	9	10	10	10	9	11	11	12	13	14	13	15	14	15	17	19	23	24	28	28	31	37	36	46	45	51	61	71	85	101	128	161	208	270	352	463	609	817	1048	1361	1747	2204	2742	3360	3926	4614	5184	5766	6249	6637	6706	6697	6443	6159	5618	5038	4337	3719	3072	2486	1969	1534	1167	887	659	497	370	275	209	156	126	98	79	64	54	46	36	33	28	25	21	19	15	13	11	10	11	10	8	8	6	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	3	0	0	0	0	123012
6100	6	5	7	8	7	7	8	7	8	9	8	97	-73	3	8	9	10	10	10	9	11	11	12	13	14	13	15	14	15	17	19	23	24	28	28	31	37	36	46	45	51	61	71	85	101	128	161	208	269	352	463	609	817	1048	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6443	6159	5618	5038	4337	3719	3072	2486	1969	1534	1167	887	659	497	370	275	209	156	125	97	79	64	54	46	36	33	28	25	21	19	15	13	11	10	11	10	8	8	6	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	3	0	0	0	0	123012
6200	6	5	7	8	7	7	8	7	8	9	8	99	-74	3	8	9	9	9	10	9	11	11	12	13	14	13	14	14	15	17	19	23	24	28	28	31	37	36	46	44	51	61	71	85	101	128	161	208	269	352	463	609	817	1048	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6443	6159	5618	5038	4337	3719	3072	2486	1969	1533	1167	887	659	497	370	275	209	156	125	97	78	64	54	45	36	33	28	25	21	19	15	13	11	10	11	9	8	8	5	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	2	0	-1	0	0	123012
6300	6	5	7	8	7	7	8	7	8	8	8	100	-76	3	8	9	9	9	10	9	11	11	12	13	14	13	14	14	15	17	19	23	24	28	28	31	38	36	46	44	51	61	71	85	101	128	161	208	269	352	463	608	817	1048	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6442	6159	5617	5038	4337	3719	3072	2485	1969	1533	1167	887	659	497	370	275	209	156	125	97	78	64	54	45	36	33	28	25	21	18	15	13	11	10	11	9	8	8	5	7	3	5	5	4	5	1	3	2	3	3	4	6	-2	1	1	2	0	-1	0	0	123013
6400	6	5	7	8	7	7	8	7	8	8	8	102	-78	3	8	9	9	9	10	9	10	11	12	13	14	13	14	13	15	17	19	23	25	28	28	30	38	35	46	44	51	60	71	85	101	128	161	208	269	351	463	608	817	1047	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6442	6159	5617	5038	4337	3719	3072	2485	1969	1533	1167	887	659	497	370	275	209	156	125	97	78	63	53	45	36	33	28	25	21	18	15	13	11	10	11	9	8	8	5	7	3	5	5	4	5	1	3	2	3	2	4	6	-3	1	1	2	0	-1	0	0	123013
6500	5	5	7	8	7	7	8	7	8	8	8	103	-79	2	8	9	9	9	10	8	10	11	12	13	13	13	14	13	14	16	19	23	25	28	28	31	38	35	46	44	50	60	71	85	101	127	161	208	269	351	462	608	817	1047	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6442	6159	5617	5038	4337	3719	3072	2485	1969	1533	1166	887	659	496	370	275	209	156	125	97	78	63	53	45	36	33	28	25	21	18	15	13	11	10	11	9	8	8	5	7	3	5	5	4	5	1	3	1	3	2	4	6	-3	1	0	2	0	-1	0	0	123013
6600	5	5	7	8	7	7	8	7	8	8	8	105	-81	2	8	9	9	9	10	8	10	11	12	13	13	13	14	13	14	16	19	23	25	28	28	31	38	35	46	44	50	60	71	85	101	127	161	208	269	351	462	608	817	1047	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6442	6159	5617	5038	4337	3719	3072	2485	1968	1533	1166	887	658	496	370	275	209	156	125	97	78	63	53	45	36	33	28	25	20	18	15	13	11	10	10	9	7	8	5	6	2	5	5	4	5	0	3	1	3	2	4	6	-3	1	0	2	0	-1	0	0	123012
6700	5	5	7	8	7	7	8	7	8	8	7	106	-82	2	8	9	9	9	10	8	10	11	12	13	13	13	14	13	14	16	19	23	25	28	28	30	38	35	46	44	50	60	71	85	101	127	161	208	269	351	462	608	817	1047	1361	1747	2204	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6442	6159	5617	5038	4337	3719	3072	2485	1968	1533	1166	887	658	496	370	275	209	156	125	97	78	63	53	45	35	33	28	25	20	18	15	13	11	10	10	9	7	7	5	6	2	5	5	4	5	0	3	1	3	2	4	6	-3	1	0	2	0	-1	0	0	123012
6800	5	5	7	8	7	7	7	7	8	8	7	108	-84	2	8	9	9	9	10	8	10	11	12	13	13	13	14	13	14	16	19	23	25	28	28	31	38	35	46	44	50	60	71	85	101	127	161	207	269	351	462	608	817	1047	1361	1746	2203	2741	3359	3926	4614	5184	5766	6248	6637	6706	6697	6442	6159	5617	5038	4337	3719	3072	2485	1968	1533	1166	887	658	496	370	275	209	156	125	97	78	63	53	45	35	33	28	25	20	18	15	12	11	10	10	9	7	7	5	6	2	5	5	4	5	0	3	1	2	2	4	6	-3	1	0	2	0	-1	0	0	123012
6900	5	5	7	8	7	7	7	7	8	8	7	110	-85	2	8	9	9	9	10	8	10	11	12	13	13	13	14	13	14	16	19	23	25	28	27	30	38	35	46	44	50	60	71	85	101	127	160	207	269	351	462	608	817	1047	1361	1746	2203	2741	3359	3926	4614	5184	5766	6248	6637	6706	6696	6442	6159	5617	5038	4337	3719	3072	2485	1968	1533	1166	887	658	496	369	275	209	156	125	97	78	63	53	45	35	33	28	25	20	18	15	12	11	10	10	9	7	7	5	6	2	5	5	4	5	0	3	1	2	2	3	6	-3	1	0	2	0	-1	0	0	123012
7000	5	5	7	8	6	7	7	7	8	8	7	111	-87	2	8	9	9	9	9	8	10	11	12	13	13	13	14	13	14	16	19	23	25	28	28	30	38	35	46	44	50	60	71	85	101	127	160	207	269	351	462	608	817	1047	1361	1746	2203	2741	3359	3926	4614	5184	5766	6248	6637	6706	6696	6442	6159	5617	5038	4337	3719	3072	2485	1968	1533	1166	887	658	496	369	275	209	155	125	97	78	63	53	45	35	33	28	25	20	18	15	12	10	10	10	9	7	7	5	6	2	4	5	4	5	0	3	1	2	2	3	6	-3	1	0	2	0	-1	0	0	123012
