DAQ_time[ms]	CH 000 (Addr. 128)	CH 001 (Addr. 129)	CH 002 (Addr. 130)	CH 003 (Addr. 131)	CH 004 (Addr. 132)	CH 005 (Addr. 133)	CH 006 (Addr. 134)	CH 007 (Addr. 135)	CH 008 (Addr. 136)	CH 009 (Addr. 137)	CH 010 (Addr. 138)	CH 011 (Addr. 139)	CH 012 (Addr. 140)	CH 013 (Addr. 141)	CH 014 (Addr. 142)	CH 015 (Addr. 143)	CH 016 (Addr. 144)	CH 017 (Addr. 145)	CH 018 (Addr. 146)	CH 019 (Addr. 147)	CH 020 (Addr. 148)	CH 021 (Addr. 149)	CH 022 (Addr. 150)	CH 023 (Addr. 151)	CH 024 (Addr. 152)	CH 025 (Addr. 153)	CH 026 (Addr. 154)	CH 027 (Addr. 155)	CH 028 (Addr. 156)	CH 029 (Addr. 157)	CH 030 (Addr. 158)	CH 031 (Addr. 160)	CH 032 (Addr. 161)	CH 033 (Addr. 162)	CH 034 (Addr. 163)	CH 035 (Addr. 164)	CH 036 (Addr. 165)	CH 037 (Addr. 166)	CH 038 (Addr. 167)	CH 039 (Addr. 168)	CH 040 (Addr. 169)	CH 041 (Addr. 170)	CH 042 (Addr. 171)	CH 043 (Addr. 172)	CH 044 (Addr. 173)	CH 045 (Addr. 174)	CH 046 (Addr. 175)	CH 047 (Addr. 176)	CH 048 (Addr. 177)	CH 049 (Addr. 178)	CH 050 (Addr. 179)	CH 051 (Addr. 180)	CH 052 (Addr. 181)	CH 053 (Addr. 182)	CH 054 (Addr. 183)	CH 055 (Addr. 184)	CH 056 (Addr. 185)	CH 057 (Addr. 186)	CH 058 (Addr. 187)	CH 059 (Addr. 188)	CH 060 (Addr. 189)	CH 061 (Addr. 190)	CH 062 (Addr. 191)	CH 063 (Addr. 224)	CH 064 (Addr. 225)	CH 065 (Addr. 226)	CH 066 (Addr. 227)	CH 067 (Addr. 228)	CH 068 (Addr. 229)	CH 069 (Addr. 230)	CH 070 (Addr. 231)	CH 071 (Addr. 232)	CH 072 (Addr. 233)	CH 073 (Addr. 234)	CH 074 (Addr. 235)	CH 075 (Addr. 236)	CH 076 (Addr. 237)	CH 077 (Addr. 238)	CH 078 (Addr. 239)	CH 079 (Addr. 240)	CH 080 (Addr. 241)	CH 081 (Addr. 242)	CH 082 (Addr. 243)	CH 083 (Addr. 244)	CH 084 (Addr. 245)	CH 085 (Addr. 246)	CH 086 (Addr. 247)	CH 087 (Addr. 248)	CH 088 (Addr. 249)	CH 089 (Addr. 250)	CH 090 (Addr. 251)	CH 091 (Addr. 252)	CH 092 (Addr. 253)	CH 093 (Addr. 254)	CH 094 (Addr. 255)	CH 095 (Addr. 192)	CH 096 (Addr. 193)	CH 097 (Addr. 194)	CH 098 (Addr. 195)	CH 099 (Addr. 196)	CH 100 (Addr. 197)	CH 101 (Addr. 198)	CH 102 (Addr. 199)	CH 103 (Addr. 200)	CH 104 (Addr. 201)	CH 105 (Addr. 202)	CH 106 (Addr. 203)	CH 107 (Addr. 204)	CH 108 (Addr. 205)	CH 109 (Addr. 206)	CH 110 (Addr. 207)	CH 111 (Addr. 208)	CH 112 (Addr. 209)	CH 113 (Addr. 210)	CH 114 (Addr. 211)	CH 115 (Addr. 212)	CH 116 (Addr. 213)	CH 117 (Addr. 214)	CH 118 (Addr. 215)	CH 119 (Addr. 216)	CH 120 (Addr. 217)	CH 121 (Addr. 218)	CH 122 (Addr. 219)	CH 123 (Addr. 220)	CH 124 (Addr. 221)	CH 125 (Addr. 222)	CH 126 (Addr. 223)	CH 127 (Addr. 159)
3900	2	1	2	2	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	32	37	43	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7349	6964	6586	5909	5277	4533	3825	3142	2525	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	29	29	26	23	21	20	19	17	13	14	12	8	10	7	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-2	113317
4000	2	1	2	2	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	30	32	37	43	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7349	6964	6586	5909	5277	4533	3825	3142	2525	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	29	29	26	23	21	20	19	17	13	14	12	8	10	7	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-2	113317
4100	2	1	2	2	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	30	31	37	43	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7349	6964	6586	5909	5277	4533	3825	3142	2525	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	29	29	26	22	21	20	19	17	13	14	12	8	10	7	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-3	113317
4200	2	1	2	2	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	43	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7349	6963	6586	5909	5277	4533	3825	3142	2525	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	29	29	26	22	20	20	19	17	13	14	12	8	10	7	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-3	113317
4300	2	1	2	2	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	43	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7349	6963	6586	5909	5277	4533	3825	3142	2525	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	29	29	26	22	20	20	19	17	13	14	12	8	10	7	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-3	113317
4400	2	1	2	2	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	43	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7349	6963	6586	5909	5277	4533	3825	3142	2525	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	28	29	26	22	20	20	19	17	13	14	12	7	10	7	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-3	113317
4500	2	1	2	1	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	42	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7442	7506	7348	6963	6586	5909	5277	4533	3825	3142	2524	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	28	29	26	22	20	20	19	17	13	14	12	7	10	6	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-3	113317
4600	2	1	2	1	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	42	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7441	7506	7348	6963	6586	5909	5277	4533	3825	3142	2524	1986	1549	1175	885	666	502	376	282	217	169	134	107	88	73	61	53	47	40	35	28	29	26	22	20	20	19	17	13	14	12	7	10	6	9	8	6	6	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-4	113317
4700	2	1	2	1	1	1	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	42	48	57	68	81	99	121	155	193	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7441	7506	7348	6963	6586	5908	5277	4533	3825	3142	2524	1986	1549	1175	885	665	502	376	282	217	169	134	107	88	73	61	53	47	40	35	28	29	25	22	20	20	19	17	13	14	12	7	9	6	9	8	6	5	6	6	4	5	3	4	3	3	2	2	2	2	2	1	1	0	1	1	-4	113317
4800	1	0	2	1	1	1	3	2	3	2	2	3	4	3	4	5	6	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	42	48	57	68	81	99	121	155	192	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7441	7506	7348	6963	6586	5908	5276	4533	3825	3142	2524	1986	1549	1175	885	665	502	376	282	217	169	134	107	88	73	61	53	47	40	35	28	29	25	22	20	20	19	17	12	14	12	7	9	6	9	8	6	5	6	6	3	4	3	4	3	3	2	2	2	2	2	1	1	-1	1	1	-4	113317
4900	1	0	2	1	1	1	3	2	3	2	2	3	4	3	4	5	5	6	6	7	8	9	10	11	12	14	16	16	20	22	25	29	31	36	42	47	57	68	80	98	121	155	192	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7441	7506	7348	6963	6586	5908	5276	4533	3825	3142	2524	1986	1549	1174	885	665	502	376	282	217	169	134	106	88	73	60	53	47	40	34	28	29	25	22	20	20	19	17	12	14	12	7	9	6	9	8	6	5	6	6	3	4	3	4	3	3	2	2	2	2	2	1	1	-1	1	1	-4	113317
5000	1	0	2	1	0	1	3	2	3	2	2	3	4	3	4	5	5	6	6	7	8	9	10	11	12	14	16	15	20	21	25	29	31	36	42	47	57	68	80	98	121	155	192	255	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7441	7505	7348	6963	6585	5908	5276	4533	3825	3142	2524	1986	1549	1174	885	665	502	376	282	217	169	134	106	88	72	60	53	47	40	34	28	29	25	22	20	20	18	17	12	14	12	6	9	6	9	8	6	5	6	6	3	4	2	3	3	3	2	2	2	2	2	1	1	-1	1	1	-4	113317
5100	1	0	2	1	0	1	3	2	3	2	2	3	4	3	4	5	5	6	6	7	8	9	10	11	12	14	16	15	20	21	25	29	31	36	42	47	57	68	80	98	121	155	192	254	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7152	7441	7505	7348	6962	6586	5908	5277	4533	3824	3142	2524	1986	1549	1174	885	665	502	376	282	217	169	134	106	88	72	60	53	47	40	34	28	29	25	22	20	20	18	17	12	14	12	6	9	6	9	8	6	5	6	6	3	4	2	3	2	3	2	2	2	2	2	0	1	-1	1	1	-4	113317
5200	1	0	2	1	0	1	2	2	3	2	2	3	4	3	4	5	5	6	6	7	8	8	10	11	12	14	16	15	20	21	24	30	31	36	42	47	57	68	80	98	120	155	192	254	331	444	583	775	1029	1352	1742	2225	2773	3423	4109	4797	5541	6205	6746	7151	7441	7505	7348	6962	6586	5908	5276	4533	3824	3142	2523	1986	1549	1174	885	665	501	376	282	216	169	133	106	88	72	60	53	46	40	34	27	28	25	22	20	19	18	17	12	14	12	6	9	5	9	8	6	5	6	6	3	4	2	3	2	3	2	2	2	2	2	0	1	-1	1	1	-5	113317
5300	1	0	2	1	0	1	2	2	3	2	2	3	4	3	4	5	5	6	6	7	8	8	10	11	11	14	15	15	20	21	24	29	31	35	42	47	57	68	80	98	120	155	192	254	331	444	583	774	1029	1352	1742	2225	2773	3423	4109	4797	5541	6204	6746	7151	7441	7505	7348	6962	6586	5908	5276	4532	3824	3142	2523	1986	1549	1174	885	665	501	376	282	216	169	133	106	88	72	60	53	46	40	34	27	28	25	21	20	19	18	17	12	14	12	6	9	5	9	7	5	5	6	6	3	4	2	3	2	3	2	2	2	2	2	0	1	-1	1	0	-5	113317
5400	1	0	2	1	0	1	2	2	3	2	2	3	4	3	4	5	5	6	6	7	8	8	10	11	11	14	15	15	20	21	24	29	31	35	42	47	57	68	80	98	120	155	192	254	331	444	583	774	1029	1352	1742	2225	2773	3423	4109	4797	5541	6204	6746	7151	7441	7505	7348	6962	6586	5908	5276	4532	3824	3142	2523	1986	1549	1174	885	665	501	376	282	216	169	133	106	88	72	60	53	46	40	34	27	28	25	21	20	19	18	17	12	14	12	6	9	5	9	7	5	5	6	6	3	4	2	3	2	3	2	2	2	2	2	0	1	-1	1	0	-5	113317
5500	1	0	2	1	0	0	2	2	3	2	2	2	3	3	4	5	5	6	6	7	8	8	9	11	11	14	15	15	20	21	24	29	30	35	42	47	57	68	80	98	120	155	192	254	331	443	582	774	1029	1352	1741	2225	2773	3423	4109	4797	5541	6204	6746	7151	7441	7505	7348	6962	6585	5908	5276	4532	3824	3142	2523	1985	1549	1174	885	665	501	376	282	216	169	133	106	88	72	60	52	46	40	34	27	28	25	21	20	19	18	17	11	14	12	6	9	5	9	7	5	5	6	6	3	4	2	3	2	3	1	1	1	2	2	0	1	-1	1	0	-5	113317
5600	1	0	2	1	0	0	2	2	3	2	2	2	3	3	4	5	5	6	6	7	7	8	9	11	11	14	15	15	20	21	24	29	30	35	42	47	57	68	80	98	120	155	192	254	331	443	582	774	1029	1352	1741	2225	2773	3423	4109	4797	5541	6204	6745	7151	7440	7505	7347	6962	6585	5908	5276	4532	3824	3141	2523	1985	1549	1174	885	665	501	376	281	216	169	133	106	87	72	60	52	46	40	34	27	28	25	21	20	19	18	17	11	14	12	5	9	5	8	7	5	5	5	5	3	4	2	3	2	2	1	1	1	2	2	0	1	-1	1	0	-5	113317
5700	1	0	2	1	0	0	2	2	3	2	2	2	3	3	4	5	5	6	5	7	7	8	9	11	11	14	15	15	20	21	24	29	30	35	42	47	56	68	80	98	120	154	192	254	331	443	582	774	1028	1352	1741	2225	2773	3422	4109	4797	5541	6204	6745	7151	7440	7505	7347	6962	6585	5908	5276	4532	3824	3141	2523	1985	1549	1174	885	664	501	376	281	216	169	133	106	87	72	60	52	46	40	34	27	28	25	21	19	19	18	17	11	14	12	5	8	5	8	7	5	4	5	5	3	4	2	3	2	2	1	1	1	2	2	0	0	-2	1	0	-5	113317
5800	1	0	2	0	0	0	2	2	3	2	2	2	3	3	4	5	5	6	5	7	7	8	9	11	11	14	15	15	20	21	24	29	30	35	42	47	56	68	80	98	120	154	191	254	331	443	582	774	1028	1351	1741	2225	2773	3422	4108	4797	5541	6204	6745	7151	7440	7505	7347	6962	6585	5908	5276	4532	3824	3141	2523	1985	1549	1174	885	664	501	376	281	216	169	133	106	87	72	60	52	46	40	34	27	28	25	21	19	19	18	17	11	14	11	5	8	5	8	7	5	4	5	5	3	4	2	3	2	2	1	1	1	2	2	0	0	-2	1	0	-5	113317
5900	1	-1	2	0	0	0	2	2	3	2	2	2	3	3	4	5	5	6	5	7	7	8	9	11	11	14	15	15	20	21	24	29	30	35	42	47	56	68	80	98	120	154	191	254	331	443	582	774	1028	1351	1741	2225	2773	3422	4108	4797	5541	6204	6745	7151	7440	7505	7347	6961	6585	5908	5276	4532	3824	3141	2522	1985	1549	1174	885	664	501	376	281	216	169	133	106	87	72	60	52	46	40	34	26	28	25	21	19	19	18	16	11	14	11	5	8	4	8	7	5	4	5	5	2	4	2	3	2	2	1	1	1	2	2	0	0	-2	1	0	-6	113317
6000	1	-1	2	0	0	0	2	2	3	2	1	2	3	2	3	4	5	6	5	6	7	8	9	11	11	14	15	15	20	21	24	29	30	35	42	46	56	67	80	98	120	154	191	254	330	443	582	774	1028	1351	1741	2225	2773	3422	4108	4796	5540	6204	6745	7151	7440	7505	7347	6961	6586	5907	5276	4532	3824	3141	2522	1985	1549	1174	885	664	501	376	281	216	169	133	105	87	72	60	52	46	40	33	26	28	24	21	19	19	18	16	11	14	11	5	8	4	8	7	5	4	5	5	2	4	2	3	2	2	1	1	1	2	2	0	0	-2	1	0	-6	113317
6100	1	-1	2	0	0	0	2	2	3	1	1	2	3	2	3	4	5	6	5	6	7	8	9	11	11	14	15	14	20	21	24	29	30	35	41	46	56	67	79	97	120	154	191	254	330	443	582	774	1028	1351	1741	2225	2772	3422	4108	4796	5540	6204	6745	7151	7440	7505	7347	6961	6585	5907	5276	4532	3823	3141	2522	1985	1549	1173	884	664	501	375	281	216	169	133	105	87	72	59	52	46	39	33	26	28	24	21	19	19	18	16	11	14	11	5	8	4	8	7	5	4	5	5	2	4	2	3	2	2	1	1	1	2	1	0	0	-2	0	0	-6	113317
6200	1	-1	2	0	-1	0	2	2	3	1	1	2	3	2	3	4	5	6	5	6	7	8	9	11	11	14	15	14	19	21	24	29	30	35	41	46	56	67	79	97	120	154	191	254	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7151	7440	7505	7347	6961	6585	5907	5276	4532	3823	3141	2522	1985	1549	1173	884	664	501	375	281	216	169	133	105	87	72	59	52	46	39	33	26	28	24	21	19	19	18	16	11	14	11	4	8	4	8	7	5	4	5	5	2	3	1	3	2	2	1	1	1	2	1	-1	0	-2	0	0	-6	113317
6300	0	-1	2	0	-1	0	2	1	3	1	1	2	3	2	3	4	5	6	5	6	7	8	9	10	11	14	15	14	19	21	24	29	30	35	41	46	56	67	79	97	120	154	191	254	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7151	7440	7505	7347	6961	6585	5907	5276	4532	3823	3141	2522	1985	1549	1173	884	664	501	375	281	216	169	133	105	87	72	59	52	46	39	33	26	28	24	21	19	19	18	16	10	13	11	4	8	4	8	7	5	4	5	5	2	3	1	3	1	2	1	1	1	1	1	-1	0	-2	0	0	-6	113317
6400	0	-1	1	0	-1	0	2	1	3	1	1	2	3	2	3	4	4	6	5	6	7	8	9	10	11	14	15	14	19	20	24	29	30	35	41	46	56	67	79	97	120	154	191	254	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7151	7440	7505	7347	6961	6585	5907	5276	4532	3823	3141	2522	1985	1549	1173	884	664	501	375	281	215	168	133	105	87	72	59	52	46	39	33	26	28	24	20	19	19	18	16	10	13	11	4	8	4	8	7	4	4	5	5	2	3	1	2	1	2	1	1	1	1	1	-1	0	-2	0	0	-7	113317
6500	0	-1	1	0	-1	0	2	1	3	1	1	2	3	2	3	4	4	6	5	6	7	8	9	10	11	14	15	14	19	20	23	30	30	35	41	46	56	67	79	97	119	154	191	254	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7150	7440	7504	7346	6961	6585	5907	5276	4532	3823	3141	2522	1985	1549	1173	884	664	501	375	281	215	168	133	105	87	71	59	52	46	39	33	26	28	24	20	19	19	17	16	10	13	11	4	8	3	8	7	4	4	5	5	2	3	1	2	1	2	1	1	1	1	1	-1	0	-3	0	0	-7	113317
6600	0	-1	1	0	-1	-1	2	1	2	1	1	2	3	2	3	4	4	6	5	6	7	8	9	10	10	14	15	14	19	20	23	29	30	35	41	46	56	67	79	97	119	154	191	253	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7150	7439	7505	7346	6961	6585	5907	5276	4532	3823	3141	2521	1985	1549	1173	884	663	501	375	281	215	168	132	105	87	71	59	52	46	39	33	25	28	24	20	19	18	17	16	10	13	11	4	8	3	8	7	4	4	5	5	2	3	1	2	1	2	0	0	1	1	1	-1	0	-3	0	0	-7	113317
6700	0	-1	1	0	-1	-1	2	1	2	1	1	2	3	2	3	4	4	6	5	6	7	7	9	10	10	13	15	14	19	20	23	29	30	34	41	46	56	67	79	97	119	154	191	253	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7150	7439	7504	7346	6960	6585	5907	5276	4532	3823	3141	2521	1985	1548	1173	884	663	500	375	280	215	168	132	105	87	71	59	52	46	39	33	25	28	24	20	19	18	17	16	10	13	11	4	7	3	8	6	4	3	5	5	1	3	1	2	1	2	0	0	0	1	1	-1	0	-3	0	-1	-7	113317
6800	0	-1	1	0	-1	-1	2	1	2	1	1	2	3	2	3	4	4	6	5	6	7	7	9	10	10	13	15	14	19	20	23	29	30	35	41	46	56	67	79	97	119	154	191	253	330	443	582	774	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7150	7439	7504	7346	6960	6585	5907	5276	4532	3823	3141	2521	1985	1548	1173	884	663	500	375	280	215	168	132	105	87	71	59	52	46	39	33	25	28	24	20	19	18	17	16	10	13	11	3	7	3	8	6	4	3	5	5	1	3	1	2	1	2	0	0	0	1	1	-1	0	-3	0	-1	-7	113317
6900	0	-1	1	0	-1	-1	2	1	2	1	1	1	3	2	3	4	4	5	4	6	7	7	8	10	10	13	14	14	19	20	23	29	30	35	41	46	56	67	79	97	119	154	190	253	330	443	582	773	1028	1351	1741	2224	2772	3422	4108	4796	5540	6204	6745	7150	7439	7504	7346	6960	6585	5907	5275	4532	3823	3141	2521	1984	1548	1173	884	663	500	375	280	215	168	132	104	86	71	59	52	46	39	33	25	28	24	20	19	18	17	16	10	13	11	3	7	3	8	6	4	3	4	5	1	3	1	2	1	2	0	0	0	1	1	-1	-1	-3	0	-1	-7	113317
7000	0	-2	1	-1	-1	-1	2	1	2	1	1	1	3	2	3	4	4	5	4	6	6	7	8	10	10	13	14	13	19	20	23	29	29	34	41	45	56	67	79	97	119	154	190	253	330	443	581	773	1027	1351	1741	2224	2772	3422	4108	4796	5540	6203	6745	7150	7439	7504	7346	6960	6585	5907	5275	4532	3823	3141	2521	1984	1548	1172	884	663	500	375	280	215	168	132	104	86	71	59	52	45	39	33	25	28	24	20	19	18	17	16	9	13	10	3	7	3	7	6	4	3	4	4	1	3	1	2	1	1	0	0	0	1	1	-1	-1	-3	0	-1	-8	113317
